372.5,26845.63758,3.32832,0.43423,0.37238,0.17967,0.29674,0.25465,0.0244,0.18012
373,26809.65147,3.32386,0.43529,0.37666,0.18189,0.3017,0.257,0.02479,0.18403
373.5,26773.76171,3.31941,0.43478,0.38047,0.18562,0.30631,0.25792,0.02514,0.18665
374,26737.96791,3.31497,0.4352,0.38585,0.18925,0.31185,0.2603,0.02569,0.19051
374.5,26702.26969,3.31055,0.43467,0.3896,0.19224,0.31631,0.26137,0.02549,0.194
375,26666.66667,3.30613,0.43551,0.39437,0.19537,0.32022,0.26304,0.02543,0.19725
375.5,26631.15846,3.30173,0.43426,0.39754,0.19919,0.32489,0.26459,0.026,0.20105
376,26595.74468,3.29734,0.4332,0.40118,0.20174,0.32906,0.26556,0.02608,0.20377
376.5,26560.42497,3.29296,0.43218,0.40491,0.20441,0.33346,0.26731,0.02543,0.20699
377,26525.19894,3.28859,0.432,0.40962,0.20873,0.33876,0.26889,0.0268,0.21015
377.5,26490.06623,3.28424,0.43133,0.41247,0.21071,0.34216,0.26897,0.02647,0.2135
